[2024-10-04 22:01:56,067] multiqc                                            [DEBUG  ]  This is MultiQC v1.17
[2024-10-04 22:02:35,042] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298280_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:35,101] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298302_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:35,133] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298309_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:35,167] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298299_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:35,222] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298306_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:35,297] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298287_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:35,340] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298304_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:35,388] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298283_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:35,428] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298291_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:35,490] multiqc.modules.fastqc.fastqc                      [INFO   ]  Found 60 reports
[2024-10-04 22:02:44,001] multiqc.utils.software_versions                    [DEBUG  ]  Reading software versions from config.software_versions
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'STAR_SALMON DESeq2 PCA plot'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'STAR_SALMON DESeq2 PCA plot'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'STAR_SALMON DESeq2 PCA plot'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'STAR_SALMON DESeq2 sample similarity'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'STAR_SALMON DESeq2 sample similarity'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'STAR_SALMON DESeq2 sample similarity'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'Picard'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'Picard'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'Picard'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'QualiMap'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'QualiMap'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'QualiMap'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'Samtools'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'Samtools'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'Samtools'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'STAR'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'STAR'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'STAR'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'FastQC (raw)'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'FastQC (raw)'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'FastQC (raw)'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'Cutadapt'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'Cutadapt'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'Cutadapt'.
[2024-10-04 22:02:44,003] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'FastQC (trimmed)'.
[2024-10-04 22:02:44,004] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'FastQC (trimmed)'.
[2024-10-04 22:02:44,004] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'FastQC (trimmed)'.
[2024-10-04 22:02:44,004] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'Software Versions'.
[2024-10-04 22:02:44,004] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'Software Versions'.
[2024-10-04 22:02:44,004] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'Software Versions'.
[2024-10-04 22:02:44,004] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'nf-core/rnaseq Methods Description'.
[2024-10-04 22:02:44,004] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'nf-core/rnaseq Methods Description'.
[2024-10-04 22:02:44,004] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'nf-core/rnaseq Methods Description'.
[2024-10-04 22:02:44,004] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'nf-core/rnaseq Software Versions'.
[2024-10-04 22:02:44,004] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'nf-core/rnaseq Software Versions'.
[2024-10-04 22:02:44,004] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'nf-core/rnaseq Software Versions'.
[2024-10-04 22:02:44,004] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'nf-core/rnaseq Workflow Summary'.
[2024-10-04 22:02:44,004] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'nf-core/rnaseq Workflow Summary'.
[2024-10-04 22:02:44,004] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'nf-core/rnaseq Workflow Summary'.
[2024-10-04 22:02:44,134] multiqc                                            [DEBUG  ]  Compressing plot data
[2024-10-04 22:02:45,376] multiqc                                            [INFO   ]  Report      : multiqc_report.html
[2024-10-04 22:02:45,376] multiqc                                            [INFO   ]  Data        : multiqc_report_data
[2024-10-04 22:02:45,376] multiqc                                            [DEBUG  ]  Moving data file from '/tmp/tmpyd1cjpp9/multiqc_data' to '/scratch4/eande106/Mike/12/a664a65ab509c2728bd241a4b9919a/multiqc_report_data'
[2024-10-04 22:02:45,397] multiqc                                            [DEBUG  ]  Full report path: /scratch4/eande106/Mike/12/a664a65ab509c2728bd241a4b9919a/multiqc_report.html
[2024-10-04 22:02:45,397] multiqc                                            [INFO   ]  Plots       : multiqc_report_plots
[2024-10-04 22:02:45,397] multiqc                                            [DEBUG  ]  Moving plots directory from '/tmp/tmpyd1cjpp9/multiqc_plots' to '/scratch4/eande106/Mike/12/a664a65ab509c2728bd241a4b9919a/multiqc_report_plots'
[2024-10-04 22:02:45,524] multiqc                                            [INFO   ]  MultiQC complete
